metric,metricType,metricDisplayName,metricExplanatory,parentKPI,Category,SunburstCode,SunburstWeight,normalBottom,normalTop,lowBottom,lowTop,midBottom,midTop,highBottom,highTop
failedPsAttachResponsesWithGmmCause,counter,Failed Ps Attach Responses With Gmm Cause,Number of failed Ps Attach Responses With Gmm Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failed Ps Attach Responses With Gmm Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithGmmCause,counter,Users Failed Ps Attach Responses With Gmm Cause,Number of users Failed Ps Attach Responses With Gmm Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Gmm Cause,1440.387097,,,,,,,,
psAttachResponsesWithRejectCause,counter,Ps Attach Responses With Reject Cause,Number of ps Attach Responses With Reject Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With Reject Cause,1440.387097,,,,,,,,
usersPsAttachResponsesWithRejectCause,counter,Users Ps Attach Responses With Reject Cause,Number of users Ps Attach Responses With Reject Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With Reject Cause,1440.387097,,,,,,,,
failedPsAttachResponsesWithRejectCause,counter,Failed Ps Attach Responses With Reject Cause,Number of failed Ps Attach Responses With Reject Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failed Ps Attach Responses With Reject Cause,1440.387097,,,,,,,,
failedPsAttachResponsesWithS1APCause,counter,Failed Ps Attach Responses With S1 Ap Cause,Number of failed Ps Attach Responses With S1 AP Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failed Ps Attach Responses With S1 Ap Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithRejectCause,counter,Users Failed Ps Attach Responses With Reject Cause,Number of users Failed Ps Attach Responses With Reject Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Reject Cause,1440.387097,,,,,,,,
usersPsAttachResponsesWithRabCause,counter,Users Ps Attach Responses With Rab Cause,Number of users Ps Attach Responses With Rab Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With Rab Cause,1440.387097,,,,,,,,
failedPsAttachResponsesWithRabCause,counter,Failed Ps Attach Responses With Rab Cause,Number of failed Ps Attach Responses With Rab Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failed Ps Attach Responses With Rab Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithRabCause,counter,Users Failed Ps Attach Responses With Rab Cause,Number of users Failed Ps Attach Responses With Rab Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Rab Cause,1440.387097,,,,,,,,
psAttachResponsesWithSccpCause,counter,Ps Attach Responses With Sccp Cause,Number of ps Attach Responses With Sccp Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With Sccp Cause,1440.387097,,,,,,,,
usersPsAttachResponsesWithSccpCause,counter,Users Ps Attach Responses With Sccp Cause,Number of users Ps Attach Responses With Sccp Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With Sccp Cause,1440.387097,,,,,,,,
failedPsAttachResponsesWithSccpCause,counter,Failed Ps Attach Responses With Sccp Cause,Number of failed Ps Attach Responses With Sccp Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failed Ps Attach Responses With Sccp Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithSccpCause,counter,Users Failed Ps Attach Responses With Sccp Cause,Number of users Failed Ps Attach Responses With Sccp Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Sccp Cause,1440.387097,,,,,,,,
psAttachResponsesWithSmCause,counter,Ps Attach Responses With Sm Cause,Number of ps Attach Responses With Sm Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With Sm Cause,1440.387097,,,,,,,,
usersPsAttachResponsesWithSmCause,counter,Users Ps Attach Responses With Sm Cause,Number of users Ps Attach Responses With Sm Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With Sm Cause,1440.387097,,,,,,,,
failedPsAttachResponsesWithSmCause,counter,Failed Ps Attach Responses With Sm Cause,Number of failed Ps Attach Responses With Sm Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failed Ps Attach Responses With Sm Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithSmCause,counter,Users Failed Ps Attach Responses With Sm Cause,Number of users Failed Ps Attach Responses With Sm Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Sm Cause,1440.387097,,,,,,,,
psAttachResponsesWithRadioCause,counter,Ps Attach Responses With Radio Cause,Number of ps Attach Responses With Radio Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With Radio Cause,1440.387097,,,,,,,,
psAttachResponsesWithRabCause,counter,Ps Attach Responses With Rab Cause,Number of ps Attach Responses With Rab Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With Rab Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithRadioCause,counter,Users Failed Ps Attach Responses With Radio Cause,Number of users Failed Ps Attach Responses With Radio Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Radio Cause,1440.387097,,,,,,,,
psAttachResponsesWithRanapCause,counter,Ps Attach Responses With Ranap Cause,Number of ps Attach Responses With Ranap Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With Ranap Cause,1440.387097,,,,,,,,
usersPsAttachResponsesWithRanapCause,counter,Users Ps Attach Responses With Ranap Cause,Number of users Ps Attach Responses With Ranap Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With Ranap Cause,1440.387097,,,,,,,,
usersPsAttachResponsesPerSccpCauseCode,counter,Users Ps Attach Responses Per Sccp Cause Code,Number of users Ps Attach Responses Per Sccp Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Sccp Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerSmCauseCode,counter,Ps Attach Responses Per Sm Cause Code,Number of ps Attach Responses Per Sm Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Sm Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerSmCauseCode,counter,Users Ps Attach Responses Per Sm Cause Code,Number of users Ps Attach Responses Per Sm Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Sm Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerRadioCauseCode,counter,Ps Attach Responses Per Radio Cause Code,Number of ps Attach Responses Per Radio Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Radio Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerRadioCauseCode,counter,Users Ps Attach Responses Per Radio Cause Code,Number of users Ps Attach Responses Per Radio Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Radio Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerRanapCauseCode,counter,Ps Attach Responses Per Ranap Cause Code,Number of ps Attach Responses Per Ranap Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Ranap Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesWithRadioCause,counter,Users Ps Attach Responses With Radio Cause,Number of users Ps Attach Responses With Radio Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With Radio Cause,1440.387097,,,,,,,,
psAttachResponsesPerRrcEstablishmentCauseCode,counter,Ps Attach Responses Per Rrc Establishment Cause Code,Number of ps Attach Responses Per Rrc Establishment Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Rrc Establishment Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerRrcEstablishmentCauseCode,counter,Users Ps Attach Responses Per Rrc Establishment Cause Code,Number of users Ps Attach Responses Per Rrc Establishment Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Rrc Establishment Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerEmmEstablishmentCauseCode,counter,Ps Attach Responses Per Emm Establishment Cause Code,Number of ps Attach Responses Per Emm Establishment Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Emm Establishment Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerEmmEstablishmentCauseCode,counter,Users Ps Attach Responses Per Emm Establishment Cause Code,Number of users Ps Attach Responses Per Emm Establishment Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Emm Establishment Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerHoCauseCode,counter,Ps Attach Responses Per Ho Cause Code,Number of ps Attach Responses Per Ho Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Ho Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerHoCauseCode,counter,Users Ps Attach Responses Per Ho Cause Code,Number of users Ps Attach Responses Per Ho Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Ho Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerEsmCauseCode,counter,Ps Attach Responses Per Esm Cause Code,Number of ps Attach Responses Per Esm Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Esm Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerEsmCauseCode,counter,Users Ps Attach Responses Per Esm Cause Code,Number of users Ps Attach Responses Per Esm Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Esm Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerErabCauseCode,counter,Ps Attach Responses Per Erab Cause Code,Number of ps Attach Responses Per Erab Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Erab Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerErabCauseCode,counter,Users Ps Attach Responses Per Erab Cause Code,Number of users Ps Attach Responses Per Erab Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Erab Cause Code,1440.387097,,,,,,,,
psAttachResponsesPerSuspendResumeCauseCode,counter,Ps Attach Responses Per Suspend Resume Cause Code,Number of ps Attach Responses Per Suspend Resume Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Suspend Resume Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerSuspendResumeCauseCode,counter,Users Ps Attach Responses Per Suspend Resume Cause Code,Number of users Ps Attach Responses Per Suspend Resume Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Suspend Resume Cause Code,1440.387097,,,,,,,,
psAttachResponsesWithS1APCause,counter,Ps Attach Responses With S1 Ap Cause,Number of ps Attach Responses With S1 AP Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With S1 Ap Cause,1440.387097,,,,,,,,
usersPsAttachResponsesWithS1APCause,counter,Users Ps Attach Responses With S1 Ap Cause,Number of users Ps Attach Responses With S1 AP Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With S1 Ap Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithRrcEstablishmentCause,counter,Users Failed Ps Attach Responses With Rrc Establishment Cause,Number of users Failed Ps Attach Responses With Rrc Establishment Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
failedpsAttachResponsesWithRrcEstablishmentCause,counter,Failedps Attach Responses With Rrc Establishment Cause,Number of failedps Attach Responses With Rrc Establishment Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failedps Attach Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
usersPsAttachResponsesWithRrcEstablishmentCause,counter,Users Ps Attach Responses With Rrc Establishment Cause,Number of users Ps Attach Responses With Rrc Establishment Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
psAttachResponsesWithRrcEstablishmentCause,counter,Ps Attach Responses With Rrc Establishment Cause,Number of ps Attach Responses With Rrc Establishment Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithRanapCause,counter,Users Failed Ps Attach Responses With Ranap Cause,Number of users Failed Ps Attach Responses With Ranap Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Ranap Cause,1440.387097,,,,,,,,
failedPsAttachResponsesWithRanapCause,counter,Failed Ps Attach Responses With Ranap Cause,Number of failed Ps Attach Responses With Ranap Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Failed Ps Attach Responses With Ranap Cause,1440.387097,,,,,,,,
psAttachResponsesPerSccpCauseCode,counter,Ps Attach Responses Per Sccp Cause Code,Number of ps Attach Responses Per Sccp Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Responses Per Sccp Cause Code,1440.387097,,,,,,,,
usersPsAttachResponsesPerRanapCauseCode,counter,Users Ps Attach Responses Per Ranap Cause Code,Number of users Ps Attach Responses Per Ranap Cause Code,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses Per Ranap Cause Code,1440.387097,,,,,,,,
usersFailedPsAttachResponsesWithSuspendResumeCause,counter,Users Failed Ps Attach Responses With Suspend Resume Cause,Number of users Failed Ps Attach Responses With Suspend Resume Cause,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Failed Ps Attach Responses With Suspend Resume Cause,1440.387097,,,,,,,,
usersPsAttachAttempts,counter,Users Ps Attach Attempts,Number of users Ps Attach Attempts,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Attempts,1440.387097,,,,,,,,
usersPsAttachResponses,counter,Users Ps Attach Responses,Number of users Ps Attach Responses,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Users Ps Attach Responses,1440.387097,,,,,,,,
psAttachFailedResponses,counter,Ps Attach Failed Responses,Number of ps Attach Failed Responses,psAttachSuccessRate,Network Accessibility,Network Accessibility-PS Attachment Success Rate (%)-Ps Attach Failed Responses,1440.387097,,,,,,,,
